x,y,depth
524,19,0.3395
528,19,0.3287
532,19,0.3125
536,19,0.2929
540,19,0.2732
544,19,0.2561
548,19,0.2429
552,19,0.2348
556,19,0.2320
560,19,0.2342
564,19,0.2394
568,19,0.2442
572,19,0.2451
576,19,0.2417
580,19,0.2359
584,19,0.2299
588,19,0.2243
592,19,0.2180
596,19,0.2105
600,19,0.2024
604,19,0.1950
608,19,0.1887
612,19,0.1823
616,19,0.1741
620,19,0.1646
624,19,0.1563
628,19,0.1515
632,19,0.1502
636,19,0.1505
0,20,0.1683
4,20,0.1657
8,20,0.1601
12,20,0.1556
16,20,0.1532
20,20,0.1495
24,20,0.1414
28,20,0.1294
32,20,0.1177
36,20,0.1102
40,20,0.1078
44,20,0.1087
48,20,0.1112
52,20,0.1147
56,20,0.1200
60,20,0.1273
64,20,0.1356
68,20,0.1424
72,20,0.1458
76,20,0.1443
80,20,0.1388
84,20,0.1324
88,20,0.1290
92,20,0.1310
96,20,0.1381
100,20,0.1481
104,20,0.1595
108,20,0.1719
112,20,0.1857
116,20,0.2003
120,20,0.2135
124,20,0.2232
128,20,0.2288
132,20,0.2309
136,20,0.2299
140,20,0.2241
144,20,0.2128
148,20,0.1982
152,20,0.1855
156,20,0.1775
160,20,0.1723
164,20,0.1648
168,20,0.1523
172,20,0.1365
176,20,0.1210
180,20,0.1078
184,20,0.0977
188,20,0.0911
192,20,0.0884
196,20,0.0890
200,20,0.0920
204,20,0.0967
208,20,0.1024
212,20,0.1073
216,20,0.1101
220,20,0.1108
224,20,0.1117
228,20,0.1143
232,20,0.1186
236,20,0.1233
240,20,0.1279
244,20,0.1330
248,20,0.1394
252,20,0.1459
256,20,0.1501
260,20,0.1498
264,20,0.1449
268,20,0.1374
272,20,0.1297
276,20,0.1242
280,20,0.1228
284,20,0.1271
288,20,0.1375
292,20,0.1512
296,20,0.1635
300,20,0.1691
304,20,0.1656
308,20,0.1544
312,20,0.1406
316,20,0.1294
320,20,0.1231
324,20,0.1204
328,20,0.1192
332,20,0.1181
336,20,0.1162
340,20,0.1127
344,20,0.1084
348,20,0.1056
352,20,0.1076
356,20,0.1154
360,20,0.1266
364,20,0.1378
368,20,0.1468
372,20,0.1537
376,20,0.1590
380,20,0.1622
384,20,0.1625
388,20,0.1613
392,20,0.1616
396,20,0.1711
400,20,0.1971
404,20,0.2393
408,20,0.2887
412,20,0.3301
416,20,0.3505
420,20,0.3440
424,20,0.3133
428,20,0.2696
432,20,0.2293
436,20,0.2027
440,20,0.2024
444,20,0.2399
448,20,0.3161
452,20,0.4081
456,20,0.4746
460,20,0.4912
464,20,0.4686
468,20,0.4361
472,20,0.4123
476,20,0.3967
480,20,0.3811
484,20,0.3621
488,20,0.3437
492,20,0.3293
496,20,0.3214
500,20,0.3199
504,20,0.3234
508,20,0.3284
512,20,0.3316
516,20,0.3318
520,20,0.3291
524,20,0.3227
528,20,0.3111
532,20,0.2944
536,20,0.2748
540,20,0.2555
544,20,0.2388
548,20,0.2262
552,20,0.2184
556,20,0.2156
560,20,0.2173
564,20,0.2217
568,20,0.2257
572,20,0.2263
576,20,0.2230
580,20,0.2175
584,20,0.2120
588,20,0.2068
592,20,0.2010
596,20,0.1940
600,20,0.1864
604,20,0.1794
608,20,0.1733
612,20,0.1670
616,20,0.1592
620,20,0.1504
624,20,0.1427
628,20,0.1384
632,20,0.1373
636,20,0.1378
0,21,0.1676
4,21,0.1650
8,21,0.1596
12,21,0.1550
16,21,0.1522
20,21,0.1481
24,21,0.1397
28,21,0.1278
32,21,0.1164
36,21,0.1093
40,21,0.1072
44,21,0.1083
48,21,0.1108
52,21,0.1146
56,21,0.1203
60,21,0.1280
64,21,0.1366
68,21,0.1438
72,21,0.1474
76,21,0.1459
80,21,0.1403
84,21,0.1335
88,21,0.1295
92,21,0.1308
96,21,0.1372
100,21,0.1467
104,21,0.1581
108,21,0.1709
112,21,0.1857
116,21,0.2014
120,21,0.2155
124,21,0.2256
128,21,0.2310
132,21,0.2326
136,21,0.2309
140,21,0.2251
144,21,0.2145
148,21,0.2013
152,21,0.1899
156,21,0.1825
160,21,0.1768
164,21,0.1680
168,21,0.1541
172,21,0.1372
176,21,0.1211
180,21,0.1076
184,21,0.0974
188,21,0.0906
192,21,0.0877
196,21,0.0884
200,21,0.0915
204,21,0.0964
208,21,0.1022
212,21,0.1072
216,21,0.1100
220,21,0.1108
224,21,0.1117
228,21,0.1146
232,21,0.1194
236,21,0.1245
240,21,0.1293
244,21,0.1343
248,21,0.1402
252,21,0.1462
256,21,0.1500
260,21,0.1495
264,21,0.1445
268,21,0.1370
272,21,0.1295
276,21,0.1241
280,21,0.1228
284,21,0.1271
288,21,0.1374
292,21,0.1512
296,21,0.1637
300,21,0.1697
304,21,0.1667
308,21,0.1558
312,21,0.1421
316,21,0.1308
320,21,0.1242
324,21,0.1210
328,21,0.1194
332,21,0.1177
336,21,0.1153
340,21,0.1118
344,21,0.1077
348,21,0.1054
352,21,0.1079
356,21,0.1158
360,21,0.1270
364,21,0.1377
368,21,0.1463
372,21,0.1529
376,21,0.1585
380,21,0.1622
384,21,0.1630
388,21,0.1620
392,21,0.1625
396,21,0.1721
400,21,0.1982
404,21,0.2406
408,21,0.2904
412,21,0.3323
416,21,0.3531
420,21,0.3464
424,21,0.3148
428,21,0.2696
432,21,0.2277
436,21,0.2002
440,21,0.2004
444,21,0.2402
448,21,0.3201
452,21,0.4155
456,21,0.4822
460,21,0.4950
464,21,0.4659
468,21,0.4270
472,21,0.3989
476,21,0.3813
480,21,0.3654
484,21,0.3467
488,21,0.3289
492,21,0.3146
496,21,0.3066
500,21,0.3048
504,21,0.3079
508,21,0.3122
512,21,0.3146
516,21,0.3139
520,21,0.3102
524,21,0.3029
528,21,0.2908
532,21,0.2740
536,21,0.2548
540,21,0.2362
544,21,0.2204
548,21,0.2084
552,21,0.2010
556,21,0.1983
560,21,0.1995
564,21,0.2031
568,21,0.2063
572,21,0.2065
576,21,0.2033
580,21,0.1983
584,21,0.1933
588,21,0.1886
592,21,0.1833
596,21,0.1769
600,21,0.1699
604,21,0.1633
608,21,0.1575
612,21,0.1515
616,21,0.1442
620,21,0.1360
624,21,0.1291
628,21,0.1253
632,21,0.1244
636,21,0.1249
0,22,0.1670
4,22,0.1645
8,22,0.1592
12,22,0.1545
16,22,0.1512
20,22,0.1465
24,22,0.1378
28,22,0.1261
32,22,0.1152
36,22,0.1086
40,22,0.1068
44,22,0.1080
48,22,0.1107
52,22,0.1148
56,22,0.1208
60,22,0.1288
64,22,0.1377
68,22,0.1451
72,22,0.1487
76,22,0.1473
80,22,0.1416
84,22,0.1344
88,22,0.1300
92,22,0.1306
96,22,0.1364
100,22,0.1455
104,22,0.1568
108,22,0.1703
112,22,0.1860
116,22,0.2027
120,22,0.2177
124,22,0.2283
128,22,0.2335
132,22,0.2343
136,22,0.2319
140,22,0.2258
144,22,0.2160
148,22,0.2042
152,22,0.1942
156,22,0.1874
160,22,0.1812
164,22,0.1712
168,22,0.1559
172,22,0.1380
176,22,0.1213
180,22,0.1077
184,22,0.0973
188,22,0.0904
192,22,0.0875
196,22,0.0882
200,22,0.0914
204,22,0.0963
208,22,0.1021
212,22,0.1071
216,22,0.1099
220,22,0.1107
224,22,0.1117
228,22,0.1149
232,22,0.1201
236,22,0.1257
240,22,0.1307
244,22,0.1354
248,22,0.1407
252,22,0.1462
256,22,0.1497
260,22,0.1489
264,22,0.1439
268,22,0.1365
272,22,0.1292
276,22,0.1239
280,22,0.1226
284,22,0.1268
288,22,0.1370
292,22,0.1508
296,22,0.1634
300,22,0.1698
304,22,0.1672
308,22,0.1567
312,22,0.1433
316,22,0.1319
320,22,0.1252
324,22,0.1217
328,22,0.1195
332,22,0.1173
336,22,0.1146
340,22,0.1110
344,22,0.1072
348,22,0.1054
352,22,0.1084
356,22,0.1166
360,22,0.1277
364,22,0.1380
368,22,0.1460
372,22,0.1524
376,22,0.1580
380,22,0.1622
384,22,0.1634
388,22,0.1628
392,22,0.1635
396,22,0.1733
400,22,0.1997
404,22,0.2424
408,22,0.2925
412,22,0.3348
416,22,0.3558
420,22,0.3488
424,22,0.3163
428,22,0.2696
432,22,0.2263
436,22,0.1980
440,22,0.1987
444,22,0.2407
448,22,0.3236
452,22,0.4214
456,22,0.4877
460,22,0.4962
464,22,0.4603
468,22,0.4147
472,22,0.3821
476,22,0.3624
480,22,0.3461
484,22,0.3280
488,22,0.3108
492,22,0.2969
496,22,0.2889
500,22,0.2869
504,22,0.2895
508,22,0.2932
512,22,0.2949
516,22,0.2933
520,22,0.2888
524,22,0.2808
528,22,0.2685
532,22,0.2521
536,22,0.2337
540,22,0.2161
544,22,0.2013
548,22,0.1902
552,22,0.1833
556,22,0.1806
560,22,0.1814
564,22,0.1842
568,22,0.1866
572,22,0.1864
576,22,0.1834
580,22,0.1788
584,22,0.1743
588,22,0.1701
592,22,0.1654
596,22,0.1597
600,22,0.1533
604,22,0.1473
608,22,0.1418
612,22,0.1361
616,22,0.1294
620,22,0.1220
624,22,0.1158
628,22,0.1124
632,22,0.1118
636,22,0.1123
0,23,0.1664
4,23,0.1640
8,23,0.1588
12,23,0.1539
16,23,0.1502
20,23,0.1449
24,23,0.1359
28,23,0.1243
32,23,0.1140
36,23,0.1081
40,23,0.1066
44,23,0.1080
48,23,0.1109
52,23,0.1151
56,23,0.1215
60,23,0.1298
64,23,0.1388
68,23,0.1462
72,23,0.1499
76,23,0.1484
80,23,0.1426
84,23,0.1352
88,23,0.1304
92,23,0.1305
96,23,0.1357
100,23,0.1445
104,23,0.1559
108,23,0.1698
112,23,0.1864
116,23,0.2042
120,23,0.2201
124,23,0.2312
128,23,0.2363
132,23,0.2363
136,23,0.2328
140,23,0.2262
144,23,0.2171
148,23,0.2068
152,23,0.1983
156,23,0.1922
160,23,0.1857
164,23,0.1745
168,23,0.1578
172,23,0.1388
176,23,0.1217
180,23,0.1079
184,23,0.0975
188,23,0.0905
192,23,0.0876
196,23,0.0883
200,23,0.0916
204,23,0.0965
208,23,0.1021
212,23,0.1071
216,23,0.1098
220,23,0.1105
224,23,0.1116
228,23,0.1151
232,23,0.1208
236,23,0.1268
240,23,0.1318
244,23,0.1362
248,23,0.1410
252,23,0.1459
256,23,0.1491
260,23,0.1482
264,23,0.1431
268,23,0.1358
272,23,0.1286
276,23,0.1235
280,23,0.1222
284,23,0.1263
288,23,0.1364
292,23,0.1499
296,23,0.1626
300,23,0.1692
304,23,0.1671
308,23,0.1572
312,23,0.1442
316,23,0.1330
320,23,0.1261
324,23,0.1223
328,23,0.1197
332,23,0.1169
336,23,0.1138
340,23,0.1102
344,23,0.1068
348,23,0.1056
352,23,0.1091
356,23,0.1177
360,23,0.1288
364,23,0.1387
368,23,0.1461
372,23,0.1521
376,23,0.1577
380,23,0.1622
384,23,0.1637
388,23,0.1635
392,23,0.1645
396,23,0.1747
400,23,0.2015
404,23,0.2445
408,23,0.2949
412,23,0.3375
416,23,0.3585
420,23,0.3512
424,23,0.3176
428,23,0.2695
432,23,0.2250
436,23,0.1962
440,23,0.1974
444,23,0.2410
448,23,0.3263
452,23,0.4258
456,23,0.4911
460,23,0.4948
464,23,0.4520
468,23,0.3997
472,23,0.3624
476,23,0.3405
480,23,0.3240
484,23,0.3064
488,23,0.2901
492,23,0.2768
496,23,0.2690
500,23,0.2669
504,23,0.2690
508,23,0.2721
512,23,0.2730
516,23,0.2707
520,23,0.2655
524,23,0.2572
528,23,0.2450
532,23,0.2292
536,23,0.2120
540,23,0.1957
544,23,0.1821
548,23,0.1719
552,23,0.1657
556,23,0.1630
560,23,0.1634
564,23,0.1654
568,23,0.1671
572,23,0.1666
576,23,0.1637
580,23,0.1596
584,23,0.1556
588,23,0.1519
592,23,0.1478
596,23,0.1428
600,23,0.1371
604,23,0.1316
608,23,0.1266
612,23,0.1213
616,23,0.1151
620,23,0.1085
624,23,0.1031
628,23,0.1002
632,23,0.0997
636,23,0.1003
0,24,0.1659
4,24,0.1636
8,24,0.1584
12,24,0.1534
16,24,0.1491
20,24,0.1431
24,24,0.1338
28,24,0.1225
32,24,0.1129
36,24,0.1076
40,24,0.1066
44,24,0.1083
48,24,0.1113
52,24,0.1158
56,24,0.1224
60,24,0.1310
64,24,0.1401
68,24,0.1473
72,24,0.1508
76,24,0.1492
80,24,0.1434
84,24,0.1358
88,24,0.1306
92,24,0.1303
96,24,0.1351
100,24,0.1436
104,24,0.1550
108,24,0.1694
112,24,0.1869
116,24,0.2057
120,24,0.2226
124,24,0.2342
128,24,0.2392
132,24,0.2383
136,24,0.2336
140,24,0.2264
144,24,0.2178
148,24,0.2091
152,24,0.2022
156,24,0.1969
160,24,0.1900
164,24,0.1776
168,24,0.1596
172,24,0.1397
176,24,0.1221
180,24,0.1083
184,24,0.0979
188,24,0.0909
192,24,0.0880
196,24,0.0888
200,24,0.0921
204,24,0.0968
208,24,0.1023
212,24,0.1070
216,24,0.1096
220,24,0.1102
224,24,0.1114
228,24,0.1153
232,24,0.1215
236,24,0.1278
240,24,0.1329
244,24,0.1368
248,24,0.1410
252,24,0.1454
256,24,0.1482
260,24,0.1472
264,24,0.1422
268,24,0.1350
272,24,0.1279
276,24,0.1229
280,24,0.1216
284,24,0.1256
288,24,0.1354
292,24,0.1487
296,24,0.1612
300,24,0.1680
304,24,0.1665
308,24,0.1572
312,24,0.1447
316,24,0.1339
320,24,0.1270
324,24,0.1229
328,24,0.1198
332,24,0.1165
336,24,0.1131
340,24,0.1095
344,24,0.1065
348,24,0.1059
352,24,0.1100
356,24,0.1190
360,24,0.1301
364,24,0.1397
368,24,0.1465
372,24,0.1519
376,24,0.1575
380,24,0.1621
384,24,0.1640
388,24,0.1641
392,24,0.1655
396,24,0.1762
400,24,0.2035
404,24,0.2470
408,24,0.2977
412,24,0.3404
416,24,0.3614
420,24,0.3534
424,24,0.3187
428,24,0.2692
432,24,0.2236
436,24,0.1943
440,24,0.1959
444,24,0.2408
448,24,0.3279
452,24,0.4283
456,24,0.4920
460,24,0.4909
464,24,0.4412
468,24,0.3823
472,24,0.3404
476,24,0.3164
480,24,0.2996
484,24,0.2828
488,24,0.2675
492,24,0.2550
496,24,0.2475
500,24,0.2453
504,24,0.2471
508,24,0.2495
512,24,0.2497
516,24,0.2468
520,24,0.2411
524,24,0.2327
528,24,0.2209
532,24,0.2062
536,24,0.1904
540,24,0.1756
544,24,0.1633
548,24,0.1542
552,24,0.1485
556,24,0.1460
560,24,0.1460
564,24,0.1474
568,24,0.1483
572,24,0.1475
576,24,0.1447
580,24,0.1411
584,24,0.1376
588,24,0.1345
592,24,0.1309
596,24,0.1266
600,24,0.1216
604,24,0.1167
608,24,0.1120
612,24,0.1072
616,24,0.1017
620,24,0.0959
624,24,0.0912
628,24,0.0888
632,24,0.0885
636,24,0.0891
0,25,0.1653
4,25,0.1631
8,25,0.1581
12,25,0.1528
16,25,0.1479
20,25,0.1412
24,25,0.1316
28,25,0.1207
32,25,0.1118
36,25,0.1073
40,25,0.1068
44,25,0.1087
48,25,0.1120
52,25,0.1168
56,25,0.1237
60,25,0.1324
64,25,0.1414
68,25,0.1484
72,25,0.1516
76,25,0.1498
80,25,0.1439
84,25,0.1362
88,25,0.1308
92,25,0.1302
96,25,0.1346
100,25,0.1429
104,25,0.1544
108,25,0.1692
112,25,0.1875
116,25,0.2072
120,25,0.2251
124,25,0.2373
128,25,0.2422
132,25,0.2403
136,25,0.2343
140,25,0.2264
144,25,0.2182
148,25,0.2111
152,25,0.2058
156,25,0.2014
160,25,0.1942
164,25,0.1807
168,25,0.1613
172,25,0.1405
176,25,0.1226
180,25,0.1088
184,25,0.0985
188,25,0.0916
192,25,0.0887
196,25,0.0895
200,25,0.0928
204,25,0.0973
208,25,0.1025
212,25,0.1069
216,25,0.1092
220,25,0.1098
224,25,0.1112
228,25,0.1154
232,25,0.1220
236,25,0.1288
240,25,0.1338
244,25,0.1373
248,25,0.1408
252,25,0.1446
256,25,0.1471
260,25,0.1461
264,25,0.1412
268,25,0.1341
272,25,0.1272
276,25,0.1222
280,25,0.1209
284,25,0.1247
288,25,0.1342
292,25,0.1471
296,25,0.1594
300,25,0.1663
304,25,0.1653
308,25,0.1568
312,25,0.1450
316,25,0.1346
320,25,0.1278
324,25,0.1235
328,25,0.1200
332,25,0.1162
336,25,0.1125
340,25,0.1090
344,25,0.1064
348,25,0.1064
352,25,0.1112
356,25,0.1206
360,25,0.1318
364,25,0.1410
368,25,0.1471
372,25,0.1519
376,25,0.1572
380,25,0.1620
384,25,0.1641
388,25,0.1645
392,25,0.1665
396,25,0.1778
400,25,0.2058
404,25,0.2497
408,25,0.3008
412,25,0.3436
416,25,0.3643
420,25,0.3556
424,25,0.3198
428,25,0.2689
432,25,0.2223
436,25,0.1927
440,25,0.1946
444,25,0.2404
448,25,0.3286
452,25,0.4292
456,25,0.4908
460,25,0.4848
464,25,0.4284
468,25,0.3631
472,25,0.3168
476,25,0.2907
480,25,0.2738
484,25,0.2579
488,25,0.2437
492,25,0.2321
496,25,0.2251
500,25,0.2230
504,25,0.2244
508,25,0.2262
512,25,0.2258
516,25,0.2224
520,25,0.2165
524,25,0.2082
528,25,0.1970
532,25,0.1835
536,25,0.1693
540,25,0.1562
544,25,0.1454
548,25,0.1373
552,25,0.1323
556,25,0.1299
560,25,0.1296
564,25,0.1303
568,25,0.1306
572,25,0.1294
576,25,0.1268
580,25,0.1236
584,25,0.1207
588,25,0.1180
592,25,0.1151
596,25,0.1114
600,25,0.1071
604,25,0.1027
608,25,0.0985
612,25,0.0942
616,25,0.0893
620,25,0.0844
624,25,0.0804
628,25,0.0784
632,25,0.0782
636,25,0.0788
0,26,0.1647
4,26,0.1625
8,26,0.1576
12,26,0.1521
16,26,0.1465
20,26,0.1392
24,26,0.1293
28,26,0.1187
32,26,0.1107
36,26,0.1070
40,26,0.1072
44,26,0.1094
48,26,0.1129
52,26,0.1179
56,26,0.1251
60,26,0.1339
64,26,0.1428
68,26,0.1494
72,26,0.1522
76,26,0.1501
80,26,0.1441
84,26,0.1365
88,26,0.1310
92,26,0.1301
96,26,0.1343
100,26,0.1425
104,26,0.1540
108,26,0.1691
112,26,0.1880
116,26,0.2085
120,26,0.2273
124,26,0.2403
128,26,0.2452
132,26,0.2424
136,26,0.2351
140,26,0.2262
144,26,0.2184
148,26,0.2127
152,26,0.2091
156,26,0.2055
160,26,0.1980
164,26,0.1834
168,26,0.1629
172,26,0.1412
176,26,0.1231
180,26,0.1094
184,26,0.0993
188,26,0.0925
192,26,0.0897
196,26,0.0906
200,26,0.0938
204,26,0.0980
208,26,0.1028
212,26,0.1067
216,26,0.1088
220,26,0.1093
224,26,0.1108
228,26,0.1153
232,26,0.1225
236,26,0.1296
240,26,0.1346
244,26,0.1376
248,26,0.1405
252,26,0.1437
256,26,0.1459
260,26,0.1448
264,26,0.1401
268,26,0.1332
272,26,0.1264
276,26,0.1215
280,26,0.1202
284,26,0.1238
288,26,0.1329
292,26,0.1453
296,26,0.1571
300,26,0.1641
304,26,0.1636
308,26,0.1560
312,26,0.1451
316,26,0.1352
320,26,0.1286
324,26,0.1241
328,26,0.1201
332,26,0.1159
336,26,0.1118
340,26,0.1084
344,26,0.1063
348,26,0.1070
352,26,0.1124
356,26,0.1224
360,26,0.1337
364,26,0.1425
368,26,0.1479
372,26,0.1521
376,26,0.1570
380,26,0.1617
384,26,0.1640
388,26,0.1649
392,26,0.1674
396,26,0.1796
400,26,0.2083
404,26,0.2528
408,26,0.3042
412,26,0.3470
416,26,0.3674
420,26,0.3578
424,26,0.3206
428,26,0.2684
432,26,0.2208
436,26,0.1907
440,26,0.1928
444,26,0.2390
448,26,0.3277
452,26,0.4279
456,26,0.4873
460,26,0.4766
464,26,0.4139
468,26,0.3426
472,26,0.2922
476,26,0.2642
480,26,0.2472
484,26,0.2322
488,26,0.2193
492,26,0.2088
496,26,0.2024
500,26,0.2004
504,26,0.2015
508,26,0.2028
512,26,0.2019
516,26,0.1981
520,26,0.1921
524,26,0.1841
528,26,0.1739
532,26,0.1618
536,26,0.1493
540,26,0.1379
544,26,0.1285
548,26,0.1215
552,26,0.1171
556,26,0.1150
560,26,0.1144
564,26,0.1145
568,26,0.1142
572,26,0.1127
576,26,0.1103
580,26,0.1075
584,26,0.1051
588,26,0.1029
592,26,0.1004
596,26,0.0974
600,26,0.0937
604,26,0.0899
608,26,0.0861
612,26,0.0823
616,26,0.0781
620,26,0.0740
624,26,0.0707
628,26,0.0690
632,26,0.0690
636,26,0.0696
0,27,0.1640
4,27,0.1619
8,27,0.1571
12,27,0.1514
16,27,0.1452
20,27,0.1372
24,27,0.1270
28,27,0.1168
32,27,0.1096
36,27,0.1069
40,27,0.1077
44,27,0.1103
48,27,0.1140
52,27,0.1193
56,27,0.1268
60,27,0.1357
64,27,0.1444
68,27,0.1505
72,27,0.1527
76,27,0.1503
80,27,0.1443
84,27,0.1366
88,27,0.1311
92,27,0.1302
96,27,0.1342
100,27,0.1423
104,27,0.1538
108,27,0.1691
112,27,0.1884
116,27,0.2097
120,27,0.2294
124,27,0.2431
128,27,0.2481
132,27,0.2445
136,27,0.2358
140,27,0.2260
144,27,0.2185
148,27,0.2141
152,27,0.2121
156,27,0.2094
160,27,0.2016
164,27,0.1859
168,27,0.1643
172,27,0.1420
176,27,0.1236
180,27,0.1101
184,27,0.1003
188,27,0.0937
192,27,0.0911
196,27,0.0920
200,27,0.0950
204,27,0.0989
208,27,0.1031
212,27,0.1066
216,27,0.1082
220,27,0.1086
224,27,0.1102
228,27,0.1152
232,27,0.1229
236,27,0.1303
240,27,0.1353
244,27,0.1378
248,27,0.1400
252,27,0.1426
256,27,0.1445
260,27,0.1435
264,27,0.1389
268,27,0.1323
272,27,0.1257
276,27,0.1209
280,27,0.1195
284,27,0.1229
288,27,0.1315
292,27,0.1433
296,27,0.1547
300,27,0.1616
304,27,0.1616
308,27,0.1549
312,27,0.1449
316,27,0.1357
320,27,0.1293
324,27,0.1247
328,27,0.1204
332,27,0.1156
336,27,0.1113
340,27,0.1080
344,27,0.1064
348,27,0.1077
352,27,0.1139
356,27,0.1243
360,27,0.1358
364,27,0.1442
368,27,0.1489
372,27,0.1523
376,27,0.1567
380,27,0.1614
384,27,0.1639
388,27,0.1652
392,27,0.1684
396,27,0.1815
400,27,0.2111
404,27,0.2563
408,27,0.3079
412,27,0.3507
416,27,0.3706
420,27,0.3601
424,27,0.3216
428,27,0.2680
432,27,0.2196
436,27,0.1893
440,27,0.1914
444,27,0.2379
448,27,0.3265
452,27,0.4259
456,27,0.4828
460,27,0.4675
464,27,0.3989
468,27,0.3221
472,27,0.2677
476,27,0.2379
480,27,0.2209
484,27,0.2068
488,27,0.1952
492,27,0.1858
496,27,0.1801
500,27,0.1783
504,27,0.1791
508,27,0.1799
512,27,0.1786
516,27,0.1745
520,27,0.1686
524,27,0.1611
528,27,0.1519
532,27,0.1414
536,27,0.1307
540,27,0.1210
544,27,0.1131
548,27,0.1072
552,27,0.1034
556,27,0.1014
560,27,0.1006
564,27,0.1002
568,27,0.0993
572,27,0.0976
576,27,0.0953
580,27,0.0930
584,27,0.0909
588,27,0.0892
592,27,0.0872
596,27,0.0847
600,27,0.0817
604,27,0.0784
608,27,0.0750
612,27,0.0716
616,27,0.0682
620,27,0.0648
624,27,0.0622
628,27,0.0609
632,27,0.0610
636,27,0.0616
0,28,0.1630
4,28,0.1611
8,28,0.1564
12,28,0.1505
16,28,0.1437
20,28,0.1351
24,28,0.1247
28,28,0.1149
32,28,0.1086
36,28,0.1068
40,28,0.1084
44,28,0.1114
48,28,0.1154
52,28,0.1209
56,28,0.1286
60,28,0.1376
64,28,0.1459
68,28,0.1515
72,28,0.1531
76,28,0.1503
80,28,0.1442
84,28,0.1367
88,28,0.1313
92,28,0.1303
96,28,0.1344
100,28,0.1424
104,28,0.1539
108,28,0.1692
112,28,0.1887
116,28,0.2106
120,28,0.2312
124,28,0.2457
128,28,0.2509
132,28,0.2466
136,28,0.2366
140,28,0.2258
144,28,0.2184
148,28,0.2153
152,28,0.2147
156,28,0.2127
160,28,0.2047
164,28,0.1881
168,28,0.1655
172,28,0.1426
176,28,0.1242
180,28,0.1109
184,28,0.1015
188,28,0.0952
192,28,0.0927
196,28,0.0936
200,28,0.0965
204,28,0.0999
208,28,0.1035
212,28,0.1063
216,28,0.1075
220,28,0.1077
224,28,0.1095
228,28,0.1149
232,28,0.1232
236,28,0.1310
240,28,0.1359
244,28,0.1380
248,28,0.1394
252,28,0.1414
256,28,0.1431
260,28,0.1421
264,28,0.1378
268,28,0.1314
272,28,0.1250
276,28,0.1204
280,28,0.1190
284,28,0.1221
288,28,0.1301
292,28,0.1412
296,28,0.1520
300,28,0.1588
304,28,0.1593
308,28,0.1534
312,28,0.1444
316,28,0.1360
320,28,0.1300
324,28,0.1253
328,28,0.1206
332,28,0.1154
336,28,0.1109
340,28,0.1077
344,28,0.1065
348,28,0.1086
352,28,0.1154
356,28,0.1263
360,28,0.1379
364,28,0.1460
368,28,0.1499
372,28,0.1525
376,28,0.1564
380,28,0.1609
384,28,0.1635
388,28,0.1653
392,28,0.1694
396,28,0.1835
400,28,0.2141
404,28,0.2600
408,28,0.3120
412,28,0.3547
416,28,0.3740
420,28,0.3624
424,28,0.3226
428,28,0.2677
432,28,0.2185
436,28,0.1879
440,28,0.1899
444,28,0.2362
448,28,0.3243
452,28,0.4226
456,28,0.4769
460,28,0.4574
464,28,0.3836
468,28,0.3018
472,28,0.2438
476,28,0.2123
480,28,0.1953
484,28,0.1821
488,28,0.1718
492,28,0.1635
496,28,0.1586
500,28,0.1571
504,28,0.1577
508,28,0.1581
512,28,0.1564
516,28,0.1522
520,28,0.1465
524,28,0.1397
528,28,0.1316
532,28,0.1226
536,28,0.1137
540,28,0.1057
544,28,0.0992
548,28,0.0943
552,28,0.0911
556,28,0.0893
560,28,0.0884
564,28,0.0875
568,28,0.0862
572,28,0.0842
576,28,0.0821
580,28,0.0800
584,28,0.0784
588,28,0.0770
592,28,0.0754
596,28,0.0735
600,28,0.0710
604,28,0.0681
608,28,0.0652
612,28,0.0623
616,28,0.0595
620,28,0.0569
624,28,0.0548
628,28,0.0539
632,28,0.0541
636,28,0.0547
0,29,0.1619
4,29,0.1601
8,29,0.1555
12,29,0.1495
16,29,0.1422
20,29,0.1329
24,29,0.1224
28,29,0.1131
32,29,0.1077
36,29,0.1069
40,29,0.1092
44,29,0.1126
48,29,0.1169
52,29,0.1226
56,29,0.1306
60,29,0.1396
64,29,0.1476
68,29,0.1524
72,29,0.1534
76,29,0.1502
80,29,0.1440
84,29,0.1367
88,29,0.1315
92,29,0.1307
96,29,0.1348
100,29,0.1428
104,29,0.1542
108,29,0.1694
112,29,0.1890
116,29,0.2112
120,29,0.2325
124,29,0.2478
128,29,0.2533
132,29,0.2485
136,29,0.2374
140,29,0.2257
144,29,0.2184
148,29,0.2163
152,29,0.2170
156,29,0.2157
160,29,0.2074
164,29,0.1899
168,29,0.1664
172,29,0.1430
176,29,0.1247
180,29,0.1118
184,29,0.1028
188,29,0.0969
192,29,0.0946
196,29,0.0956
200,29,0.0981
204,29,0.1010
208,29,0.1039
212,29,0.1060
216,29,0.1067
220,29,0.1067
224,29,0.1087
228,29,0.1146
232,29,0.1233
236,29,0.1316
240,29,0.1365
244,29,0.1381
248,29,0.1389
252,29,0.1403
256,29,0.1417
260,29,0.1408
264,29,0.1368
268,29,0.1307
272,29,0.1246
276,29,0.1201
280,29,0.1186
284,29,0.1214
288,29,0.1289
292,29,0.1392
296,29,0.1493
300,29,0.1558
304,29,0.1567
308,29,0.1518
312,29,0.1438
316,29,0.1362
320,29,0.1306
324,29,0.1259
328,29,0.1208
332,29,0.1152
336,29,0.1105
